"clogid","cbussinessid","cobjectid","cobjectline","calarmcode","crecvoccurutctime"
"28278","","19727164","0","788","2017/9/22 04:02:20"
"28279","","19727166","1","698","2017/9/22 04:02:23"
"28280","","19727166","1","99","2017/9/22 04:02:23"
"28294","1534919366,1534921692,1534921693","19727169","9","1514","2017/9/22 04:02:26"
"28405","1534919366,1534921692,1534921693","19727169","9","1514","2017/9/22 04:10:59"
"28295","1534919366,1534921692,1534921693","19727169","9","1659","2017/9/22 04:02:26"
"28296","1534921691,1534921692,1534921698,1534921703,1534921708","19727169","9","1660","2017/9/22 04:02:26"
"28281","1534919295,1534921594,1534921595","19727265","1","698","2017/9/22 04:02:25"
"28282","1534919357,1534920822,1534920823","19727265","2","698","2017/9/22 04:02:25"
"28283","1534919359,1534921575,1534921576","19727265","3","698","2017/9/22 04:02:25"
"28284","1534919361,1534920832,1534920833","19727265","4","698","2017/9/22 04:02:25"
"28285","1534919363,1534920812,1534920813","19727265","5","698","2017/9/22 04:02:25"
"28286","1534919365,1534921088,1534921089","19727265","6","698","2017/9/22 04:02:25"
"28287","1534919363,1534920812,1534920813","19727265","5","60088","2017/9/22 04:02:25"
"28288","1534919357,1534920822,1534920823","19727265","2","60088","2017/9/22 04:02:25"
"28289","1534919361,1534920832,1534920833","19727265","4","60088","2017/9/22 04:02:25"
"28290","1534919295,1534921594,1534921595","19727265","1","60088","2017/9/22 04:02:25"
"28291","1534919359,1534921575,1534921576","19727265","3","60088","2017/9/22 04:02:25"
"28292","1534919365,1534921088,1534921089","19727265","6","60088","2017/9/22 04:02:25"
"28297","1534920810,1534920811,1534921084","19727185","131073","1715","2017/9/22 04:02:32"
"28298","1534920810,1534920811,1534921084","19727185","131073","1715","2017/9/22 04:02:32"
"28299","1534920810,1534920811,1534921084","19727185","131073","1715","2017/9/22 04:02:32"
"28300","1534920810,1534920811,1534921084","19727185","131073","1715","2017/9/22 04:02:32"
"28301","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28302","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28303","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28304","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28305","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28306","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28307","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28308","1534920820,1534920821,1534921641","19727183","131073","1715","2017/9/22 04:02:34"
"28309","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28310","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28311","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28312","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28313","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28314","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28315","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28316","1534921573,1534921574,1534921578","19727181","131073","1715","2017/9/22 04:02:37"
"28317","1534920810,1534920811,1534921084","19727185","131073","1522","2017/9/22 04:02:39"
"28318","1534920810,1534920811,1534921084","19727185","131073","60085","2017/9/22 04:02:39"
"28319","1534920810,1534920811,1534921084","19727185","131073","1522","2017/9/22 04:02:39"
"28320","1534920810,1534920811,1534921084","19727185","131073","60085","2017/9/22 04:02:39"
"28321","1534920810,1534920811,1534921084","19727185","131073","1522","2017/9/22 04:02:39"
"28322","1534920810,1534920811,1534921084","19727185","131073","60085","2017/9/22 04:02:39"
"28323","1534920810,1534920811,1534921084","19727185","131073","1522","2017/9/22 04:02:39"
"28324","1534920810,1534920811,1534921084","19727185","131073","60085","2017/9/22 04:02:39"
"28325","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28326","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28327","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28328","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28329","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28330","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28331","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28332","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28333","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28334","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28335","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28336","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28337","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28338","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28339","1534920820,1534920821,1534921641","19727183","131073","1522","2017/9/22 04:02:40"
"28340","1534920820,1534920821,1534921641","19727183","131073","60085","2017/9/22 04:02:40"
"28341","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28342","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28343","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28344","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28345","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28346","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28347","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28348","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28349","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28350","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28351","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28352","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28353","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28354","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28355","1534921573,1534921574,1534921578","19727181","131073","1522","2017/9/22 04:02:44"
"28356","1534921573,1534921574,1534921578","19727181","131073","60085","2017/9/22 04:02:44"
"28406","1534921691,1534921692,1534921698,1534921703,1534921708","19727169","9","1524","2017/9/22 04:10:59"
"28404","1534919366,1534921692,1534921693","19727173","7","524","2017/9/22 04:10:59"
"28425","","19726647","1","95","2017/9/22 04:21:01"
"28599","","19726647","1","95","2017/9/22 04:24:45"
"28613","","19726647","1","95","2017/9/22 04:25:13"
"28623","","19726647","1","95","2017/9/22 04:27:19"
"28662","","19726647","1","95","2017/9/22 04:31:15"
"28674","","19726647","1","95","2017/9/22 04:32:10"
"28682","","19726647","1","95","2017/9/22 04:33:04"
"28736","","19726647","1","95","2017/9/22 05:04:06"
"28426","","19726647","1","698","2017/9/22 04:21:01"
"28427","","19726647","1","698","2017/9/22 04:21:10"
"28430","","19726647","1","698","2017/9/22 04:21:37"
"28614","","19726647","1","698","2017/9/22 04:25:13"
"28616","","19726647","1","698","2017/9/22 04:25:16"
"28617","","19726647","1","698","2017/9/22 04:25:25"
"28618","","19726647","1","698","2017/9/22 04:25:25"
"28622","","19726647","1","698","2017/9/22 04:27:19"
"28661","","19726647","1","698","2017/9/22 04:31:15"
"28671","","19726647","1","698","2017/9/22 04:31:55"
"28673","","19726647","1","698","2017/9/22 04:32:10"
"28683","","19726647","1","698","2017/9/22 04:33:04"
"28684","","19726647","1","698","2017/9/22 04:33:07"
"28685","","19726647","1","698","2017/9/22 04:33:16"
"28692","","19726647","1","698","2017/9/22 04:35:49"
"28694","","19726647","1","698","2017/9/22 04:35:55"
"28739","","19726647","1","698","2017/9/22 05:04:58"
"28793","","19726647","1","698","2017/9/22 05:10:33"
"28428","","19726648","0","788","2017/9/22 04:21:36"
"28429","","19726647","1","1786","2017/9/22 04:21:37"
"28738","","19726647","1","1786","2017/9/22 05:04:58"
"28795","","19726647","1","1786","2017/9/22 05:10:51"
"28431","","19726647","1","1734","2017/9/22 04:21:37"
"28741","","19726647","1","1734","2017/9/22 05:05:16"
"28432","","19726647","1","99","2017/9/22 04:21:37"
"28624","","19726647","1","99","2017/9/22 04:27:19"
"28672","","19726647","1","99","2017/9/22 04:31:55"
"28686","","19726647","1","99","2017/9/22 04:33:16"
"28693","","19726647","1","99","2017/9/22 04:35:49"
"28695","","19726647","1","99","2017/9/22 04:35:58"
"28740","","19726647","1","99","2017/9/22 05:05:00"
"20438","","19726553","0","1524","2017/9/22 03:38:09"
"28796","","19726647","1","99","2017/9/22 05:10:51"
"20457","","19726553","0","1524","2017/9/22 03:39:27"
"28024","","19726553","0","1524","2017/9/22 03:49:57"
"28076","","19726553","0","1524","2017/9/22 03:50:30"
"28388","","19726553","0","1524","2017/9/22 04:08:48"
"28395","","19726553","0","1524","2017/9/22 04:08:54"
"28604","","19726553","0","1524","2017/9/22 04:24:49"
"28611","","19726553","0","1524","2017/9/22 04:24:55"
"28659","","19726553","0","1524","2017/9/22 04:31:15"
"28681","","19726553","0","1524","2017/9/22 04:32:48"
"20439","","19726553","0","1524","2017/9/22 03:38:09"
"20458","","19726553","0","1524","2017/9/22 03:39:27"
"28025","","19726553","0","1524","2017/9/22 03:49:57"
"28077","","19726553","0","1524","2017/9/22 03:50:30"
"28263","","19726553","0","1524","2017/9/22 03:57:29"
"28270","","19726553","0","1524","2017/9/22 03:58:08"
"28389","","19726553","0","1524","2017/9/22 04:08:48"
"28396","","19726553","0","1524","2017/9/22 04:08:54"
"28605","","19726553","0","1524","2017/9/22 04:24:49"
"28612","","19726553","0","1524","2017/9/22 04:24:55"
"28660","","19726553","0","1524","2017/9/22 04:31:15"
"28670","","19726553","0","1524","2017/9/22 04:31:42"
"20440","","19726553","0","1524","2017/9/22 03:38:09"
"20459","","19726553","0","1524","2017/9/22 03:39:27"
"20461","","19726553","0","1524","2017/9/22 03:39:47"
"20465","","19726553","0","1524","2017/9/22 03:40:58"
"20474","","19726553","0","1524","2017/9/22 03:41:55"
"20477","","19726553","0","1524","2017/9/22 03:42:12"
"28026","","19726553","0","1524","2017/9/22 03:49:57"
"28078","","19726553","0","1524","2017/9/22 03:50:30"
"28264","","19726553","0","1524","2017/9/22 03:57:29"
"28267","","19726553","0","1524","2017/9/22 03:57:33"
"28390","","19726553","0","1524","2017/9/22 04:08:48"
"28397","","19726553","0","1524","2017/9/22 04:08:54"
"20441","","19726553","0","1524","2017/9/22 03:38:09"
"20460","","19726553","0","1524","2017/9/22 03:39:27"
"20462","","19726553","0","1524","2017/9/22 03:39:47"
"20466","","19726553","0","1524","2017/9/22 03:40:58"
"20475","","19726553","0","1524","2017/9/22 03:41:55"
"20478","","19726553","0","1524","2017/9/22 03:42:12"
"28027","","19726553","0","1524","2017/9/22 03:49:57"
"28079","","19726553","0","1524","2017/9/22 03:50:30"
"28265","","19726553","0","1524","2017/9/22 03:57:29"
"28268","","19726553","0","1524","2017/9/22 03:57:33"
"28391","","19726553","0","1524","2017/9/22 04:08:48"
"28398","","19726553","0","1524","2017/9/22 04:08:54"
"20442","","19726553","0","1524","2017/9/22 03:38:09"
"20443","","19726553","0","1524","2017/9/22 03:38:41"
"20463","","19726553","0","1524","2017/9/22 03:39:47"
"20467","","19726553","0","1524","2017/9/22 03:40:58"
"20476","","19726553","0","1524","2017/9/22 03:41:55"
"20479","","19726553","0","1524","2017/9/22 03:42:12"
"28028","","19726553","0","1524","2017/9/22 03:49:57"
"28080","","19726553","0","1524","2017/9/22 03:50:30"
"28266","","19726553","0","1524","2017/9/22 03:57:29"
"28269","","19726553","0","1524","2017/9/22 03:57:33"
"28392","","19726553","0","1524","2017/9/22 04:08:48"
"28399","","19726553","0","1524","2017/9/22 04:08:54"
"28433","1534918890,1534922210,1534922211","19726553","8","698","2017/9/22 04:21:48"
"28625","1534918890,1534922210,1534922211","19726553","8","698","2017/9/22 04:27:20"
"28629","1534918890,1534922210,1534922211","19726553","8","698","2017/9/22 04:27:24"
"28434","1534918890,1534922210,1534922211","19726553","8","60088","2017/9/22 04:21:48"
"28627","1534918890,1534922210,1534922211","19726553","8","60088","2017/9/22 04:27:22"
"28435","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:21:53"
"28631","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:27:32"
"28436","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:21:53"
"28642","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:27:46"
"28437","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:21:53"
"28633","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:27:32"
"28438","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:21:53"
"28634","1534922186,1534922187,1534922191","19726567","131073","1715","2017/9/22 04:27:32"
"28439","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:22:01"
"28635","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:27:39"
"28440","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:22:01"
"28636","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:27:39"
"28441","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:22:01"
"28647","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:27:53"
"28442","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:22:01"
"28648","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:27:53"
"28443","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:22:01"
"28638","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:27:39"
"28444","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:22:01"
"28639","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:27:39"
"28445","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:22:01"
"28640","1534922186,1534922187,1534922191","19726567","131073","1522","2017/9/22 04:27:39"
"28446","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:22:01"
"28641","1534922186,1534922187,1534922191","19726567","131073","60085","2017/9/22 04:27:39"
"28452","1534922251,1534922252,1534922258,1534922263,1534922268","19727279","9","1522","2017/9/22 04:24:00"
"28453","","19726637","1","1734","2017/9/22 04:24:00"
"28454","1534918938,1534922252,1534922253","19727279","9","1512","2017/9/22 04:24:00"
"28460","","19726637","2","1734","2017/9/22 04:24:00"
"28468","","19726637","2","1734","2017/9/22 04:24:00"
"28483","","19726637","2","1734","2017/9/22 04:24:00"
"28504","","19726637","2","1734","2017/9/22 04:24:01"
"28522","","19726637","2","1734","2017/9/22 04:24:02"
"28556","","19726637","2","1734","2017/9/22 04:24:03"
"28573","","19726637","2","1734","2017/9/22 04:24:03"
"28644","","19726637","2","1734","2017/9/22 04:27:50"
"28689","","19726637","2","1734","2017/9/22 04:33:32"
"28691","","19726637","2","1734","2017/9/22 04:33:32"
"28742","","19726637","2","1734","2017/9/22 05:05:16"
"28748","","19726637","2","1734","2017/9/22 05:05:39"
"28463","1534918895,1534918898","19726632","1","1729","2017/9/22 04:24:00"
"28481","1534918895,1534918898","19726632","1","1729","2017/9/22 04:24:00"
"28499","1534918895,1534918898","19726632","1","1729","2017/9/22 04:24:01"
"28515","1534918895,1534918898","19726632","1","1729","2017/9/22 04:24:01"
"28533","1534918895,1534918898","19726632","1","1729","2017/9/22 04:24:02"
"28545","1534918895,1534918898","19726632","1","1729","2017/9/22 04:24:02"
"28593","1534918895,1534918898","19726632","1","1729","2017/9/22 04:24:04"
"28744","1534918895,1534918898","19726632","1","1729","2017/9/22 05:05:16"
"28755","1534918895,1534918898","19726632","1","1729","2017/9/22 05:06:48"
"28464","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:00"
"28478","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:00"
"28501","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:01"
"28516","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:01"
"28538","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:02"
"28550","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:02"
"28570","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:03"
"28586","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 04:24:04"
"28743","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 05:05:16"
"28754","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","1729","2017/9/22 05:06:48"
"28465","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 04:24:00"
"28479","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 04:24:00"
"28500","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 04:24:01"
"28517","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 04:24:01"
"28532","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 04:24:02"
"28544","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 04:24:02"
"28745","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 05:05:16"
"28756","1534918890,1534922210,1534922211","19727280","9","1921","2017/9/22 05:06:48"
"28466","","19726637","2","1921","2017/9/22 04:24:00"
"28480","","19726637","2","1921","2017/9/22 04:24:00"
"28502","","19726637","2","1921","2017/9/22 04:24:01"
"28518","","19726637","2","1921","2017/9/22 04:24:01"
"28534","","19726637","2","1921","2017/9/22 04:24:02"
"28549","","19726637","2","1921","2017/9/22 04:24:02"
"28569","","19726637","2","1921","2017/9/22 04:24:03"
"28747","","19726637","2","1921","2017/9/22 05:05:16"
"28758","","19726637","2","1921","2017/9/22 05:06:48"
"28467","1534918895,1534918898","19726632","1","1731","2017/9/22 04:24:00"
"28482","1534918895,1534918898","19726632","1","1731","2017/9/22 04:24:00"
"28503","1534918895,1534918898","19726632","1","1731","2017/9/22 04:24:01"
"28521","1534918895,1534918898","19726632","1","1731","2017/9/22 04:24:02"
"28551","1534918895,1534918898","19726632","1","1731","2017/9/22 04:24:02"
"28572","1534918895,1534918898","19726632","1","1731","2017/9/22 04:24:03"
"28749","1534918895,1534918898","19726632","1","1731","2017/9/22 05:05:39"
"28759","1534918895,1534918898","19726632","1","1731","2017/9/22 05:06:48"
"28469","","19726637","2","1786","2017/9/22 04:24:00"
"28484","","19726637","2","1786","2017/9/22 04:24:00"
"28505","","19726637","2","1786","2017/9/22 04:24:01"
"28523","","19726637","2","1786","2017/9/22 04:24:02"
"28557","","19726637","2","1786","2017/9/22 04:24:03"
"28574","","19726637","2","1786","2017/9/22 04:24:03"
"28763","","19726637","2","1786","2017/9/22 05:06:48"
"28470","","19726637","2","99","2017/9/22 04:24:00"
"28486","","19726637","2","99","2017/9/22 04:24:00"
"28507","","19726637","2","99","2017/9/22 04:24:01"
"28525","","19726637","2","99","2017/9/22 04:24:02"
"28537","","19726637","2","99","2017/9/22 04:24:02"
"28548","","19726637","2","99","2017/9/22 04:24:02"
"28559","","19726637","2","99","2017/9/22 04:24:03"
"28576","","19726637","2","99","2017/9/22 04:24:03"
"28595","","19726637","2","99","2017/9/22 04:24:04"
"28765","","19726637","2","99","2017/9/22 05:06:48"
"28473","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:00"
"28488","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:01"
"28509","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:01"
"28542","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:02"
"28543","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:02"
"28562","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:03"
"28579","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:03"
"28587","1534918890,1534922210,1534922211","19727280","9","698","2017/9/22 04:24:04"
"28474","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:00"
"28492","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:01"
"28496","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:01"
"28512","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:01"
"28528","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:02"
"28539","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:02"
"28564","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:03"
"28583","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:03"
"28590","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 04:24:04"
"28766","1534918890,1534922210,1534922211","19727280","9","525","2017/9/22 05:06:48"
"28475","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:00"
"28493","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:01"
"28497","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:01"
"28513","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:01"
"28529","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:02"
"28540","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:02"
"28566","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:03"
"28584","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:03"
"28591","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 04:24:04"
"28767","1534918890,1534922210,1534922211","19727280","9","1659","2017/9/22 05:06:48"
"28476","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:00"
"28494","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:01"
"28498","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:01"
"28514","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:01"
"28530","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:02"
"28541","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:02"
"28568","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:03"
"28585","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:03"
"28592","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 04:24:04"
"28768","1534922209,1534922210,1534922216,1534922221,1534922226","19727280","9","1660","2017/9/22 05:06:48"
"28477","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726634","10","698","2017/9/22 04:24:00"
"28485","","19726637","2","698","2017/9/22 04:24:00"
"28506","","19726637","2","698","2017/9/22 04:24:01"
"28520","","19726637","2","698","2017/9/22 04:24:01"
"28524","","19726637","2","698","2017/9/22 04:24:02"
"28536","","19726637","2","698","2017/9/22 04:24:02"
"28547","","19726637","2","698","2017/9/22 04:24:02"
"28553","","19726637","2","698","2017/9/22 04:24:03"
"28554","","19726637","2","698","2017/9/22 04:24:03"
"28555","","19726637","2","698","2017/9/22 04:24:03"
"28558","","19726637","2","698","2017/9/22 04:24:03"
"28571","","19726637","2","698","2017/9/22 04:24:03"
"28575","","19726637","2","698","2017/9/22 04:24:03"
"28764","","19726637","2","698","2017/9/22 05:06:48"
"28487","1534918890,1534922210,1534922211","19727280","9","1639","2017/9/22 04:24:01"
"28561","1534918890,1534922210,1534922211","19727280","9","1639","2017/9/22 04:24:03"
"28588","1534918890,1534922210,1534922211","19727280","9","1639","2017/9/22 04:24:04"
"28760","1534918890,1534922210,1534922211","19727280","9","1639","2017/9/22 05:06:48"
"28491","1534918890,1534922210,1534922211","19727280","9","524","2017/9/22 04:24:01"
"28495","1534918890,1534922210,1534922211","19727280","9","524","2017/9/22 04:24:01"
"28563","1534918890,1534922210,1534922211","19727280","9","524","2017/9/22 04:24:03"
"28582","1534918890,1534922210,1534922211","19727280","9","524","2017/9/22 04:24:03"
"28589","1534918890,1534922210,1534922211","19727280","9","524","2017/9/22 04:24:04"
"28508","1534918895,1534918898","19726632","1","1451","2017/9/22 04:24:01"
"28560","1534918895,1534918898","19726632","1","1451","2017/9/22 04:24:03"
"28519","","19726637","2","95","2017/9/22 04:24:01"
"28535","","19726637","2","95","2017/9/22 04:24:02"
"28546","","19726637","2","95","2017/9/22 04:24:02"
"28552","","19726637","2","95","2017/9/22 04:24:03"
"28577","","19726637","2","95","2017/9/22 04:24:03"
"28594","","19726637","2","95","2017/9/22 04:24:04"
"28746","","19726637","2","95","2017/9/22 05:05:16"
"28757","","19726637","2","95","2017/9/22 05:06:48"
"28531","","19726638","0","788","2017/9/22 04:24:02"
"28578","","19726638","0","788","2017/9/22 04:24:03"
"28600","","19726647","1","1921","2017/9/22 04:24:45"
"28615","","19726657","1","99","2017/9/22 04:25:14"
"28663","","19726647","1","1921","2017/9/22 04:31:15"
"28675","","19726647","1","1921","2017/9/22 04:32:10"
"28737","","19726647","1","1921","2017/9/22 05:04:06"
"28794","","19726647","1","1921","2017/9/22 05:10:37"
"28036","","19726554","0","1524","2017/9/22 03:49:57"
"28085","","19726554","0","1524","2017/9/22 03:50:36"
"28367","","19726554","0","1524","2017/9/22 04:06:28"
"28379","","19726554","0","1524","2017/9/22 04:06:34"
"28774","","19726554","0","1524","2017/9/22 05:06:49"
"28779","","19726554","0","1524","2017/9/22 05:07:45"
"28037","","19726554","0","1524","2017/9/22 03:49:57"
"28086","","19726554","0","1524","2017/9/22 03:50:36"
"28368","","19726554","0","1524","2017/9/22 04:06:28"
"28380","","19726554","0","1524","2017/9/22 04:06:34"
"28717","","19726554","0","1524","2017/9/22 04:54:33"
"28722","","19726554","0","1524","2017/9/22 04:55:34"
"28775","","19726554","0","1524","2017/9/22 05:06:49"
"28780","","19726554","0","1524","2017/9/22 05:07:45"
"28038","","19726554","0","1524","2017/9/22 03:49:57"
"28087","","19726554","0","1524","2017/9/22 03:50:36"
"28369","","19726554","0","1524","2017/9/22 04:06:28"
"28381","","19726554","0","1524","2017/9/22 04:06:34"
"28718","","19726554","0","1524","2017/9/22 04:54:33"
"28723","","19726554","0","1524","2017/9/22 04:55:34"
"28776","","19726554","0","1524","2017/9/22 05:06:49"
"28781","","19726554","0","1524","2017/9/22 05:07:45"
"28039","","19726554","0","1524","2017/9/22 03:49:57"
"28119","","19726554","0","1524","2017/9/22 03:51:09"
"28370","","19726554","0","1524","2017/9/22 04:06:28"
"28382","","19726554","0","1524","2017/9/22 04:06:34"
"28697","","19726554","0","1524","2017/9/22 04:40:22"
"28699","","19726554","0","1524","2017/9/22 04:41:18"
"28719","","19726554","0","1524","2017/9/22 04:54:33"
"28724","","19726554","0","1524","2017/9/22 04:55:34"
